Gallery ID	Gallery Name	Gallery Desc
EVC0035	الخاتمة	بعد سنوات طويلة، حُل لغز هجرةالتنانين المعمِّرة. وبينما يحتفل الجميع، أصدرت النقابة إعلانًا جديدًا.
EVC0036	نحو الأراضي الجديدة	رغم حل لغز واحد، إلا أنرحلة الصيادين مستمرة نحو أبعدآفاق العالم الجديد.
EVC0066	عملاق البركان	يتقدم تنين معمِّر هائل ببطءنحو وجهته المجهولة كبركان متحركويرج الأرض مع كل خطوة يخطوها.
EVC0067	إمبراطور التنانين المعمِّرة	وُلد مخلوق جديد ينبض بالطاقةالتي أمتصها من التيار الأمدي،مُطلقًا صيحة مروعة.
EVC0068	نهاية الأرض	الوادي المتعفن: أرض مريبة تعجبالجثث والأبخرة الخبيثة التيتدمر جسد من يمشي فيها.
EVC0070	ديفيلجو المتعطش	لطالما كانت الغابة العتيقة محظورة علىاللجنة ولكن تنتظر العاملة كارثة هناك.
EVC0071	الإمبراطورة المخلصة	يظهر النيرغي أمام تيوسترا الذي يحاول استردادعافيته. التنينان المعمِّران مستعدان لمعركةحاسمة حين تعلن الإمبراطورة عن وجودها للجميع.
EVC0072	فضة وذهب	ضوء يسطع في الكهف، كدليل على وجود مخلوقفتّاك تشابه هيئته هيئة جبل هائل من الذهب.
EVC0074	زائر من إيروزيا	بعد مطاردة صبار سريع،يمر الصيّاد ببلورة زرقاء غامضةوكولو-يا-كو ومخلوق غريب مغطى بالفراء!
EVC0075	هبوط العملاق	حجر نيزكي ضخم يصطدم بالأرض، تاركًا المنطقةالمحيطة في دمار ولهيب. يسرع الصيّاد نحوموقع التصادم، فيحييه عملاق مجهول...
EVC0078	جيرالت من ريڤيا	وصل جيرالت الويتشر إلى العالم الجديد.طلبت منه اللجنة استقصاء حادثة غامضة.
EVC0079	مخلوق من عالم آخر	الحوادث الغريبة التي تقع في الغابة العتيقةيتسبب فيها الليشين، وهو مخلوق يتحكمفي كل شيء ضمن منطقة سيطرته.
EVC0080	جاء عبر بوابة	وصل وحش ليشين قديم إلى الغابةالعتيقة. لقد فرض سيطرته علىالجاغراس المقيمة هناك على الفور.
EVC0081	النهاية: تم حل اللغز	هزم جيرالت الليشين وترك لكحجر الروني للصيّاد قبل مغادرةأستيرا. ولكن بقي لغز صغير...
EVC0082	النهاية: هدية الزعيم	رفع جيرالت اللعنة عن الزعيموقد ردت الغاجالاكا الجميلبتقديم عرض بسيط.
EVC0083	النهاية: صديق صغير	هزم جيرالت الليشين، وبينما كان يستعدلمغادرة أستيرا، ظهر غريمالكين على ظهربوكي-بوكي بهدية.
EVC0084	النهاية: اكتملت المهمة	بعد إنقاذ زعيم الغاجالاكا والبوكي-بوكي،عاد جيرالت إلى عالمه الخاص من خلالبوابة الليشين.
EVC1000	أصوات دَوِيّ	<LSNR {يتوجّه الصيّاد} {تتوجّه الصيّادة}> والعاملة إلىالغابة العتيقة لاستقصاء التقاريرالغريبة حول رصد ليغيانا.
EVC1001	المغادرة والاكتشافات	تطارد اللجنة مجموعة من الليغيانا على متنسفينتها الجوية. ما الذي ينتظرهم في عرضالبحر الشاسع؟
EVC1040	عالم الثلج الأبيض	عالم من الثلج الساطع ينتظر <LSNR {الصيّاد} {الصيّادة}>والعاملة بينما تطأ أقدامهما الأرضالمُكتشفة حديثًا.
EVC1002	ظل وسط العاصفة الثلجية	يستمر البحث عن مكان لترسو فيهالسفينة الجوية، لكن ثمة انقشاع مبشّريظهر علامات جديدة غريبة في الثلوج.
EVC1003	سيليانا	ترسو السفينة الجوية في الموقعالمؤمّن حديثًا، ويبدأ تشييدقاعدة جديدة بقيادة القائد.
EVC1004	الأرض المغطاة بالجليد الأبدي	أرض لم تطأها قدم، مغطاة بالثلوجلقرون. ما الذي ينتظر <LSNR {الصيّاد} {الصيّادة}> هناك؟
EVC1005	انفعال بنبارو الشديد	يلتقي استكشاف الثنائي لنطاق الصقيعلتأمين طريق للإمدادات، بطريق مسدودعلى هيئة أشجار أُطيح بها.
EVC1006	تُسرِع سيليانا من وتيرة العمل	يتنفس وصول القافلة حياة جديدة في جهدٍلبناء سيليانا، ويعرض قائد الفريق الميدانيمعلوماته الموجزة.
EVC1007	الثعبان المتعقّب	انضمت المتعقبة إلى الثنائي خلال استكشافهماالمناطق النائية عن الساحل، لكن ثمةتوبي-كاداتشي ثعباني يتربص بهم في الظلال.
EVC1008	سفينة متجمدة لم يمسّها تغيير	اكتشاف حطام سفينة في النطاق.متى ولمَ وصلت هذه السفينةإلى هذه الأرض؟
EVC1009	حصار النوم	يغلب <LSNR {الصيّاد} {الصيّادة}> النوم ما أن <LSNR {يصل} {تصل}>إلى أنقاض الهياكل الشرسة لدراسةسلالات فرعية جديدة شوهدت هناك...
EVC1010	سيل من المتاعب	تحيط كائنات الشاموس بالبوكي-بوكي المرجاني،وتستشيط غضبًا من التوغل في أرضها،إلا أن الوافد الجديد لا يعيرهم اهتمامًا.
EVC1011	الوحش خلف العاصفة	<LSNR {يتجه الصيّاد} {تتجه الصيّادة}> إلى نطاق الصقيعبحثًا عن العاملة والمتعقبة، و<LSNR {يعثر} {تعثر}> علىمجموعة وينغدرايك في حالة تجمد.
EVC1012	تنين Iceborne المجنح	حالما أبلغت العاملة والمتعقبة عن اكتشافاتهمادوى صوت غناء مصحوب بعاصفة شديدة.
EVC1013	الظل السريع	اعترض كمين نارغاكوغا استقصاء<LSNR {الصيّاد} {الصيّادة}> في الغابة العتيقة.ثم قرر راذالوس التدخل...
EVC1014	النصل القتالي	تعود راثيان إلى عشها لمداواة جراحها.وفي هذه الأثناء، يتسلل شيء أشدشراسة خلف <LSNR {الصيّاد} {الصيّادة}>.
EVC1015	مقاومة الأحياء	<LSNR {يعود الصيّاد} {تعود الصيّادة}> إلى أستيرا بصحبةالعاملة <LSNR {ليعثرا} {لتعثرا}> على أنجاناث ضخممتجمد.
EVC1016	رعد في الوادي	يعترض رادوبان طريق تغريكس الكاسح الوحشي،ولكن اتضح سريعًا أيهما الفصيلة المهيمنة.
EVC1017	التهديد اللزج	رقع من الأرض المحترقة في مخبأ التنينالمعمِّر تقود <LSNR {الصيّاد} {الصيّادة}> إلى براكيديوسمغطى بالكامل بمادة لزجة خضراء.
EVC1018	حجر القمر	تتفقد العاملة الشظية التي أعطاها إياها جدهاوالتي يقال إنها عبارة عن حجر من القمر.ما السر الذي تحمله هذه الشظية؟
EVC1019	الصفر المطلق	يظهر فيلكانا مدرعًا بالثلوج ويجمد الأرضمع كل نفس من أنفاسه، وتُطلق كلحركة من جناحه عاصفة شديدة.
EVC1020	العناق المتجمد	ضربة فتّاكة من <LSNR {الصيّاد} {الصيّادة}> تطرح فيلكانا أرضًا،ولكن تبدأ غيمة من البرد المميت تحيطبجسد التنين المعمِّر.
EVC1021	المطاردة الباردة	ينطلق الثنائي إلى نطاق الصقيع لمطاردةفيلكانا. ولكن لا تزال المتعقبةمفقودة...
EVC1022	أمنية موروثة	يطمأن الثنائي على أن المتعقبة بخير.تظن المحنّكة أن العاملة تذكرهابنفسها في الماضي.
EVC1025	معضلة مخربة	يحاصر قطيع من الغيروس غلافنيوس حمضيولكنه يُبعد العديد منهم مع كل ضربةمن ذيله المدبب.
EVC1026	صراع الوحوش الضارية	يتجول أودوغارون في المرتفعات المرجانيةبحثًا عن فريسة ويرصد <LSNR {الصيّاد} {الصيّادة}>حيث تدوّي صيحة من خلفهم.
EVC1027	الدفاع عن سيليانا	<LSNR {قم} {قومي}> بصد هجمات فيلكانا المروعة حتى يتم تجهيز مدفع التنين لإطلاق النار!مصير سيليانا على <LSNR {عاتقك} {عاتقكِ}>!
EVC1028	شن الهجمات	في حين تحتفل سيليانا بردع فيلكانا،يتحدث قائد الفريق الميداني عنالخطوة التالية.
EVC1029	في نهاية المعركة	<LSNR {يصل الصياد} {تصل الصيادة}> إلى نطاق الصقيع لمطاردة فيلكانا.تُرى، ماذا يُخبئ لهم القدر!؟
EVC1030	كوارث غير طبيعية	يسقط فيلكانا وينكشف لغز الشظية.ولكن يعترض الباحث الاحتفالاتبأخبار سيئة.
EVC1031	آثار نكبة مُقبلة	<LSNR {يعثر الصيّاد} {تعثر الصيّادة}> على أشواك نيرغي في مخبأالتنين المعمِّر—متبوعة بعاصفةمن المتفجرات المتوهجة باللون الأحمر.
EVC1032	فال هازاك ستار أسود	تستقر هالة خانقة أعلى الغابة العتيقةحيث يُثبت فال هازاك حضوره المرعبهناك.
EVC1033	ضوء من الهاوية	ضوء من أجنحة متوهجة بكل ألوان قوس قزحيجذب انتباه <LSNR {الصيّاد} {الصيّادة}>، يتبعه سيل من الماء...
EVC1034	التقدم من دون تردد	يصعد الفريق على متن السفينة الجوية بحثًا عنالتنين المجنح العجوز، ولكن المتعقبة التيتعهدت على العثور عليه ليست معهم.
EVC1035	التنين المجنح العجوز	بعد النصر الصعب الذي <LSNR {حققه الصيّاد} {حققته الصيّادة}>ضد نيرغي، تُنذر أغنية مخيفة بقدومالتنين المجنح العجوز.
EVC1036	قوة الطبيعة	<LSNR {يقف الصياد} {تقف الصيّادة}> أعلى شارا إشفالدا الساقط أرضًا،وينضم الآخرون للمشهد، ولكن لدى الطبيعةمفاجأة أخرى لهم.
EVC1037	القمر ونجم الياقوت الأزرق	تتذكر اللجنة البحث الذي بدأبنزوح ليغيانا وانتهى بالكشفعن التنين المجنح العجوز.
EVC1038	بحث لا حدود له	بانتهاء ليالي الاحتفالات الطويلةتوجه اللجنة الآن اهتمامها إلىالاستقصاء التالي.
EVC1041	التقدم إلى الأراضي التوجيهية	وجهت ملاحقة الثنائي لنيرغي إلىمهد الحياة في العالم الجديدحيث تمتزج فصائل مختلفة.
EVC1042	حصار في وسط تبادل النيران	أثناء استكشاف الأراضي التوجيهية،<LSNR {عثر الصيّاد} {عثرت الصيّادة}> على سرب من الحشراتالصاعقة وراذالوس وشيء أشد فتكًا.
EVC1043	هذه أرضي!	عندما أصر إيان غاروغا على حماية أرضه،قابل ديفيلجو جائع، تم محاصرة  <LSNR {الصيّاد} {الصيّادة}>في تبادل النيران.
EVC1044	قوة متربصة	يتحرى الأميرال الأراضي التوجيهية بقيادةذباب الاستطلاع ويصل إلى جدار عملاق.لكن يظهر خلفه خطر جديد مخيف!
EVC1045	راجانغ الشرس	اكتشف الصياد كيرين على الحافة في منطقة بركانيةفي الأراضي التوجيهية. لكن لم يكنالصياد هو مصدر قلق كيرين...
EVC1046	أراضٍ متجمدة جديدة	<LSNR {يكتشف الصيّاد} {تكتشف الصيّادة}> منطقة جديدة فيالأراضي التوجيهية، <LSNR {ويعثر} {وتعثر}> علىعلامات جديدة على الثلج...
EVC1047	سبب المتاعب	بقيادة الأميرال والبشري التنين الصيّاد،يكتشف الفريق أن الكائن المتسبب فيالأحداث الأخيرة ما هو إلا...
EVC1048	الكيان المثالي	الشر الذي شوهد في الوادييحملق في الكائنات الحيةالصغيرة أمامه بنظرة ثاقبة.
EVC1052	عودة صافيجيفا	عادت كارثة الوادي ومصير هذهالأرض بين يديّ <LSNR {نجم} {نجمة}> الياقوتالأزرق.
EVC1050	رمز الأرض	يصرخ التنين المجنح العجوز من قلبالتيار الأمدي. محصنًا بالصخور، يهزالأرض مع كل حركة يقوم بها.
EVC1056	وجهًا لوجه مع الدمار	ألاتريون، تنين شنيع بوسعه تسخيركل من البرد والحر. يواجه الصيّادتجسيد الدمار هذا.
