Quest ID	Quest Name	Quest Target	Fail Condition
00364	السقوط في الأنقاض	تسليم 2 من البيض آكل النبات	انتهاء الوقتفقدان الوعي 3 مرات
00365	هبوط التنين المجنح المنزلق	أسر باروث	انتهاء الوقتفقدان الوعي 3 مراتتم ذبح باروث
00401	لسجلات التاريخ	أكمل التكليف	انتهاء الوقتفقدان الوعي 3 مرات
00405	مشاكل المنطاد	صيد باولومو	انتهاء الوقتفقدان الوعي 3 مرات
00407	حاجز رادوبان	صيد رادوبان	انتهاء الوقتفقدان الوعي 3 مرات
00408	ليغيانا: تجسيد الفخامة	صيد ليغيانا	انتهاء الوقتفقدان الوعي 3 مرات
00431	حلبة مميزة: أنجاناث	صيد أنجاناث	انتهاء الوقتفقدان الوعي 3 مرات
00432	حلبة مميزة: راثيان	صيد راثيان	انتهاء الوقتفقدان الوعي 3 مرات
00433	حلبة مميزة: باولومو	صيد باولومو	انتهاء الوقتفقدان الوعي 3 مرات
00434	حلبة مميزة: رادوبان	صيد رادوبان	انتهاء الوقتفقدان الوعي 3 مرات
00451	عدوى جيوب أنفية شديدة	صيد أنجاناث	انتهاء الوقتفقدان الوعي 3 مرات
00452	السقوط في الغابة	تسليم 2 من بيض التنين المجنح	انتهاء الوقتفقدان الوعي 3 مرات
00461	الانتقال الملكي	صيد راثيان	انتهاء الوقتفقدان الوعي 3 مرات
00471	شاموس منتحب	ذبح 11 من الشاموس	انتهاء الوقتفقدان الوعي 3 مرات
00472	تسيتسي من أجل العِلم	صيد تسيتسي-يا-كو	انتهاء الوقتفقدان الوعي 3 مرات
00473	عذرًا، لم تتم دعوتك	صيد باولومو	انتهاء الوقتفقدان الوعي 3 مرات
00474	يا له من أذن بحر	تسليم 10 من أذن البحر المميز	انتهاء الوقتفقدان الوعي 3 مرات
00475	وحش أبيض لمعطف أبيض	أسر باولومو	انتهاء الوقتفقدان الوعي 3 مراتتم ذبح باولومو
00481	آفات متواصلة	ذبح 14 من الهورنتور	انتهاء الوقتفقدان الوعي 3 مرات
00482	أمر نتن	صيد غيروس العظيم	انتهاء الوقتفقدان الوعي 3 مرات
00483	عتاب على ما قيل	صيد رادوبان	انتهاء الوقتفقدان الوعي 3 مرات
00484	على أجنحة الكابوس	ذبح 5 من الرافينوس	انتهاء الوقتفقدان الوعي 3 مرات
00501	في باطن الوادي	أكمل التكليف	انتهاء الوقتفقدان الوعي 3 مرات
00502	عرش ناري أعلى الغابة	صيد راذالوس	انتهاء الوقتفقدان الوعي 3 مرات
00503	مستبد بقرون تحت الرمال	صيد ديابلوس	انتهاء الوقتفقدان الوعي 3 مرات
00504	مهمة ضخمة	أكمل التكليف	انتهاء الوقتفقدان الوعي 3 مراتفشل إرشاد زوراه ماغداروس
00531	حلبة مميزة: ليغيانا	صيد ليغيانا	انتهاء الوقتفقدان الوعي 3 مرات
00532	حلبة مميزة: أودوغارون	صيد أودوغارون	انتهاء الوقتفقدان الوعي 3 مرات
00533	حلبة مميزة: راذالوس	صيد راذالوس	انتهاء الوقتفقدان الوعي 3 مرات
00534	حلبة مميزة: ديابلوس	صيد ديابلوس	انتهاء الوقتفقدان الوعي 3 مرات
00551	عندما تصبح الرغبة هوسًا	صيد راذالوس	انتهاء الوقتفقدان الوعي 3 مرات
00552	"إعادة تعريف ""ثنائي القوة"""	صيد كل الوحوش المستهدفة	انتهاء الوقتفقدان الوعي 3 مرات
00561	قمتان فوق الرمال	صيد ديابلوس	انتهاء الوقتفقدان الوعي 3 مرات
00571	صداع رطب	صيد ليغيانا	انتهاء الوقتفقدان الوعي 3 مرات
00572	اختفاء سريع	اذبح كيرين	انتهاء الوقتفقدان الوعي 3 مرات
00581	خدش الحكة	صيد أودوغارون	انتهاء الوقتفقدان الوعي 3 مرات
00582	الصديق المفضّل	أسر أودوغارون	انتهى الوقتفقدان الوعي 3 مرات تم ذبح أودوغارون
00583	الأكثر أهمية	تسليم 2 من كتل اللحم	انتهاء الوقتفقدان الوعي 3 مرات
00601	الغازي في الأنقاض	صيد بوكي-بوكي	انتهاء الوقتفقدان الوعي 3 مرات
00605	دغدغة وردية	صيد أنجاناث	انتهاء الوقتفقدان الوعي 3 مرات
00607	وحش العالم القديم في العالم الجديد	أكمل التكليف	انتهاء الوقتفقدان الوعي 3 مرات
00631	حلبة مميزة: بوكي-بوكي ر م	صيد بوكي-بوكي	انتهاء الوقتفقدان الوعي 3 مرات
00632	حلبة مميزة: باروث ر م	صيد باروث	انتهاء الوقتفقدان الوعي 3 مرات
00633	حلبة مميزة: توبي-كاداتشي ر م	صيد توبي-كاداتشي	انتهاء الوقتفقدان الوعي 3 مرات
00634	حلبة مميزة: أنجاناث ر م	صيد أنجاناث	انتهاء الوقتفقدان الوعي 3 مرات
00635	حلبة مميزة: راثيان ر م	صيد راثيان	انتهاء الوقتفقدان الوعي 3 مرات
00636	حلبة مميزة: باولومو ر م	صيد باولومو	انتهاء الوقتفقدان الوعي 3 مرات
00637	حلبة مميزة: رادوبان ر م	صيد رادوبان	انتهاء الوقتفقدان الوعي 3 مرات
00641	ترك انطباعًا مؤثرًا	أرشد زوراه ماغداروس	انتهاء الوقتفقدان الوعي 3 مراتفشل إرشاد زوراه ماغداروس
00651	صعب البلع	صيد جاغراس العظيم	انتهاء الوقتفقدان الوعي 3 مرات
00652	الوحش الأخضر واسع العينين	صيد بوكي-بوكي	انتهاء الوقتفقدان الوعي 3 مرات
00653	تجربة مرعبة	صيد توبي-كاداتشي	انتهاء الوقتفقدان الوعي 3 مرات
00654	لن يراك إن لم تتحرك	صيد أنجاناث	انتهاء الوقتفقدان الوعي 3 مرات
00655	ملكة الغابات النائمة	صيد راثيان	انتهاء الوقتفقدان الوعي 3 مرات
00656	عالقون في طرقهم	قم بأسر توبي-كاداتشي	انتهاء الوقتفقدان الوعي 3 مراتتم ذبح توبي-كاداتشي
00661	لا تتدخل!	صيد كولو-يا-كو	انتهاء الوقتفقدان الوعي 3 مرات
00662	تاج من الطين والغضب	صيد باروث	انتهاء الوقتفقدان الوعي 3 مرات
00663	كمين بوكي-بوكي	صيد بوكي-بوكي	انتهاء الوقتفقدان الوعي 3 مرات
00665	غارق في الأنقاض	صيد جيوراتودوس	انتهاء الوقتفقدان الوعي 3 مرات
00666	صحراء بنيّة، ملكة خضراء	صيد راثيان	انتهاء الوقتفقدان الوعي 3 مرات
00667	مُشاغب منتهِك	صيد أنجاناث	انتهاء الوقتفقدان الوعي 3 مرات
00671	ابتسم!	صيد تسيتسي-يا-كو	انتهاء الوقتفقدان الوعي 3 مرات
00672	تجاوز الباولومو	صيد باولومو	انتهاء الوقتفقدان الوعي 3 مرات
00681	شعور الوخز	صيد غيروس العظيم	انتهاء الوقتفقدان الوعي 3 مرات
00682	عالق في الروتين	صيد رادوبان	انتهاء الوقتفقدان الوعي 3 مرات
00683	مهمة عظيمة! مجهّزَة للتسليم	قم بتسليم 4 أحفورات منسية	انتهاء الوقتفقدان الوعي 3 مرات
00684	مهمة عظيمة! طلب عفِن	اذبح 10 من الغيروس	انتهاء الوقتفقدان الوعي 3 مرات
00691	نداء النجدة	اذبح 13 من الغاستودون	انتهاء الوقتفقدان الوعي 3 مرات
00692	وعاء ساخن	اذبح 5 من البارنوس	انتهاء الوقتفقدان الوعي 3 مرات
00693	دراما دودوغما	صيد دودوغما	انتهاء الوقتفقدان الوعي 3 مرات
00694	مهمة رئيسية! قفل غاجالاكا	اهزم 10 من غاجالاكا	انتهاء الوقتفقدان الوعي 3 مرات
00701	جرح وتعطش	اذبح النيرغي	انتهاء الوقتفقدان الوعي 3 مرات
00731	حلبة مميزة: راثيان الوردية ر م	صيد راثيان الوردية	انتهاء الوقتفقدان الوعي 3 مرات
00732	حلبة مميزة: ليغيانا ر م	صيد ليغيانا	انتهاء الوقتفقدان الوعي 3 مرات
00733	حلبة مميزة: أودوغارون ر م	صيد أودوغارون	انتهاء الوقتفقدان الوعي 3 مرات
00734	حلبة مميزة: أوراغان ر م	صيد أوراغان	انتهاء الوقتفقدان الوعي 3 مرات
00735	حلبة مميزة: راذالوس ر م	صيد راذالوس	انتهاء الوقتفقدان الوعي 3 مرات
00736	حلبة مميزة: راذالوس لازوردي ر م	صيد راذالوس لازوردي	انتهاء الوقتفقدان الوعي 3 مرات
00737	حلبة مميزة: ديابلوس ر م	صيد ديابلوس	انتهاء الوقتفقدان الوعي 3 مرات
00738	حلبة مميزة: ديابلوس السوداء ر م	صيد ديابلوس سوداء	انتهاء الوقتفقدان الوعي 3 مرات
00751	إعادة مباراة راذالوس	صيد راذالوس	انتهاء الوقتفقدان الوعي 3 مرات
00752	راذالوس في الأزرق	صيد راذالوس لازوردي	انتهاء الوقتفقدان الوعي 3 مرات
00753	الطاقم الأحمر والأزرق	صيد كل الوحوش المستهدفة	انتهاء الوقتفقدان الوعي 3 مرات
00761	جميل في الوردي	صيد راثيان الوردية	انتهاء الوقتفقدان الوعي 3 مرات
00762	حسنًا، ديابلوس ذاك!	صيد ديابلوس	انتهاء الوقتفقدان الوعي 3 مرات
00763	عدائية ثنائية القرن	صيد ديابلوس سوداء	انتهاء الوقتفقدان الوعي 3 مرات
00764	دمدمة في الأنقاض!	صيد كل الوحوش المستهدفة	انتهاء الوقتفقدان الوعي 3 مرات
00771	رياح حمراء فوق الشعب المرجانية	صيد راثيان الوردية	انتهاء الوقتفقدان الوعي 3 مرات
00772	ليغيانا: المرتفعات الملكية	صيد ليغيانا	انتهاء الوقتفقدان الوعي 3 مرات
00773	موقع مزعج	صيد أودوغارون	انتهاء الوقتفقدان الوعي 3 مرات
00774	براثن الغضب والجليد	صيد كل الوحوش المستهدفة	انتهاء الوقتفقدان الوعي 3 مرات
00781	إطلاق أودوغارون	صيد أودوغارون	انتهاء الوقتفقدان الوعي 3 مرات
00791	لافاسيوث، وحش الحمم البركانية	صيد لافاسيوث	انتهاء الوقتفقدان الوعي 3 مرات
00792	المحتل آكل الخام	صيد أوراغان	انتهاء الوقتفقدان الوعي 3 مرات
00793	حاكم السماوات اللازوردية	صيد راذالوس لازوردي	انتهاء الوقتفقدان الوعي 3 مرات
00794	بازيلغيس وسط النيران	صيد بازيلغيس	انتهاء الوقتفقدان الوعي 3 مرات
00795	لقاء ناري	صيد كل الوحوش المستهدفة	انتهاء الوقتفقدان الوعي 3 مرات
00801	كوشالا داورا، تنين الصُلب	اذبح كوشالا داورا	انتهاء الوقتفقدان الوعي 3 مرات
00802	تيوسترا الجحيمي	اذبح تيوسترا	انتهاء الوقتفقدان الوعي 3 مرات
00803	فال هازاك الشرير	اذبح فال هازاك	انتهاء الوقتفقدان الوعي 3 مرات
00804	أرض الالتقاء	أكمل التكليف	انتهاء الوقتفقدان الوعي 3 مرات
00805	خلف القشور الناسفة	صيد اثنين من البازيلغيس	انتهاء الوقتفقدان الوعي 3 مرات
00806	دمدمة رعدية في المرتفعات	اذبح كيرين	انتهاء الوقتفقدان الوعي 3 مرات
00851	نذير الكارثة	اذبح كوشالا داورا	انتهاء الوقتفقدان الوعي 3 مرات
00861	لهيب فوق الرمال	اذبح تيوسترا	انتهاء الوقتفقدان الوعي 3 مرات
00871	البرق يضرب مرتين	اذبح كيرين	انتهاء الوقتفقدان الوعي 3 مرات
00881	حركة من القبر	اذبح فال هازاك	انتهاء الوقتفقدان الوعي 3 مرات
00891	ملتهم التنانين المعمِّرة	اذبح النيرغي	انتهاء الوقتفقدان الوعي 3 مرات
00892	سيد الإعصار	اذبح كوشالا داورا	انتهاء الوقتفقدان الوعي 3 مرات
00893	قلعة النيران	اذبح تيوسترا	انتهاء الوقتفقدان الوعي 3 مرات
00894	ملتهم التنانين المعمِّرة	اذبح النيرغي	انتهاء الوقتفقدان الوعي 3 مرات
00895	زوبعة الغضب تدمر كل شيء	اذبح كوشالا داورا	انتهاء الوقتفقدان الوعي 3 مرات
00896	نيران الجحيم الحارقة	اذبح تيوسترا	انتهاء الوقتفقدان الوعي 3 مرات
00961	خلف القشور الناسفة	قم بصيد اثنين من البازيلغيس	انتهاء الوقتفقدان الوعي 3 مرات
00971	دمدمة رعدية في المرتفعات	اذبح كيرين	انتهاء الوقتفقدان الوعي 3 مرات
00991	ضوء في ظلام النهر	اذبح زينوجيفا	انتهاء الوقتفقدان الوعي 3 مرات
00992	رياح العالم الجديد البيضاء	صيد كل الوحوش المستهدفة	انتهاء الوقتفقدان الوعي 3 مرات
00995	دليل الياقوت الأزرق	اذبح كل الوحوش المستهدفة	انتهاء الوقتفقدان الوعي 3 مرات
00996	مواجهة: الوحل والمطرقة	صيد كل الوحوش المستهدفة	انتهاء الوقتفقدان الوعي 3 مرات
00997	سماء وزهرة العالم الجديد	صيد كل الوحوش المستهدفة	انتهاء الوقتفقدان الوعي 3 مرات
00998	استدعاء من العالم السفلي	صيد كل الوحوش المستهدفة	انتهاء الوقتفقدان الوعي 3 مرات
01101	التعميد بالجليد	قم بصيد بيوتودس	انتهاء الوقتفقدان الوعي 3 مرات
01102	حصار بنبارو	قم بصيد بنبارو	انتهاء الوقتفقدان الوعي 3 مرات
01121	غواص الجليد الكثيف	قم بصيد بيوتودس	انتهاء الوقتفقدان الوعي 3 مرات
01122	تحمل المسؤولية	قم بصيد بنبارو	انتهاء الوقتفقدان الوعي 3 مرات
01123	التقاط الثلج!	أسر بيوتودس	انتهاء الوقتفقدان الوعي 3 مراتتم ذبح بيوتودس
01124	نداء البرية	ذبح 10 من وولغ	انتهاء الوقتفقدان الوعي 3 مرات
01125	تحية من المنطقة المتجمدة	توصيل 20 قبعيّة صغيرة	انتهاء الوقتفقدان الوعي 3 مرات
01131	حلبة مميزة: ر م بوكي-بوكي	يجب صيد بوكي-بوكي	انتهاء الوقتفقدان الوعي 3 مرات
01132	حلبة مميزة: ر م باروث	يجب صيد باروث	انتهاء الوقتفقدان الوعي 3 مرات
01133	حلبة مميزة: ر م توبي-كاداتشي	يجب صيد توبي-كاداتشي	انتهاء الوقتفقدان الوعي 3 مرات
01134	حلبة مميزة: ر م بنبارو	يجب صيد بنبارو	انتهاء الوقتفقدان الوعي 3 مرات
01151	عودة جاغراس العظيم	يجب صيد جاغراس العظيم	انتهاء الوقتفقدان الوعي 3 مرات
01152	مشكلات العالم الجديد	يجب بصيد بوكي-بوكي	انتهاء الوقتفقدان الوعي 3 مرات
01153	مباشرة إلى الهدف	قم بصيد توبي-كاداتشي	انتهاء الوقتفقدان الوعي 3 مرات
01154	لص حقيقي	يجب صيد كولو-يا-كو	انتهاء الوقتفقدان الوعي 3 مرات
01155	حصار مدمر الأشجار	أسر بنبارو	انتهاء الوقتفقدان الوعي 3 مراتذبح بنبارو
01161	صيد كنز الهياكل الشرسة	قم بصيد كولو-يا-كو	انتهاء الوقتفقدان الوعي 3 مرات
01162	جرٌّ عبر الوحل	يجب صيد باروث	انتهاء الوقتفقدان الوعي 3 مرات
01163	جيورا يعيقني	قم بصيد جيوراتودوس	انتهاء الوقتفقدان الوعي 3 مرات
01164	جولة الذوّاق	قم بصيد بوكي-بوكي	انتهاء الوقتفقدان الوعي 3 مرات
01171	جميع الإشارات الخاطئة	قم بصيد تسيتسي-يا-كو	انتهاء الوقتفقدان الوعي 3 مرات
01181	سحق غيروس	قم بصيد غيروس العظيم	انتهاء الوقتفقدان الوعي 3 مرات
01191	لن تجد الشجاعة لفعل ذلك	يجب صيد دودوغما	انتهاء الوقتفقدان الوعي 3 مرات
01192	هنا بلدة القرن الكبير!	يجب صيد بنبارو	انتهاء الوقتفقدان الوعي 3 مرات
01201	جاهز للضرب	قم بصيد توبي-كاداتشي الثعباني	انتهاء الوقتفقدان الوعي 3 مرات
01202	لا وقت للقيلولة	قم بصيد باولومو ظل الليل	انتهاء الوقتفقدان الوعي 3 مرات
01203	اللعب على الطرفين	قم بصيد بوكي-بوكي المرجاني	انتهاء الوقتفقدان الوعي 3 مرات
01221	التحليل يُسبب الشلل	يجب صيد توبي-كاداتشي الثعباني	انتهاء الوقتفقدان الوعي 3 مرات
01222	قرصة الشلل والسم	يجب أسر توبي-كاداتشي الثعباني	انتهاء الوقتفقدان الوعي 3 مراتذبح توبي-كاداتشي الثعباني
01223	قابضة بوابوا	يجب هزيمة 14 من بوابوا	انتهاء الوقتفقدان الوعي 3 مرات
01224	بقوة تعاوننا	يجب صيد بيوتودس	انتهاء الوقتفقدان الوعي 3 مرات
01225	تقدم لنا معروفًا...	يجب صيد بيوتودس	انتهاء الوقتفقدان الوعي 3 مرات
01231	حلبة مميزة: ر م أنجاناث	يجب صيد أنجاناث	انتهاء الوقتفقدان الوعي 3 مرات
01232	حلبة مميزة: ر م رادوبان	يجب صيد رادوبان	انتهاء الوقتفقدان الوعي 3 مرات
01233	حلبة مميزة: ر م بوكي-بوكي المرجاني	يجب صيد بوكي-بوكي المرجاني	انتهاء الوقتفقدان الوعي 3 مرات
01234	حلبة مميزة: ر م توبي-كاداتشي ثعباني	يجب صيد توبي-كاداتشي الثعباني	انتهاء الوقتفقدان الوعي 3 مرات
01235	حلبة مميزة: ر م راثيان	يجب صيد راثيان	انتهاء الوقتفقدان الوعي 3 مرات
01236	حلبة مميزة: ر م راثيان وردية	يجب صيد راثيان وردية	انتهاء الوقتفقدان الوعي 3 مرات
01237	حلبة مميزة: ر م باولومو	يجب صيد باولومو	انتهاء الوقتفقدان الوعي 3 مرات
01238	حلبة مميزة: ر م باولومو ظل الليل	يجب صيد باولومو ظل الليل	انتهاء الوقتفقدان الوعي 3 مرات
01251	ألاعيب أنجاناث	يجب صيد أنجاناث	انتهاء الوقتفقدان الوعي 3 مرات
01252	رفيق الأحمق	يجب صيد راثيان	انتهاء الوقتفقدان الوعي 3 مرات
01253	وداعًا يا ظل الليل	يجب أسر باولومو ظل الليل	انتهاء الوقتفقدان الوعي 3 مراتذبح باولومو ظل الليل
01261	الملكة المحبوبة	يجب صيد راثيان	انتهاء الوقتفقدان الوعي 3 مرات
01262	وجه كابوسي	يجب صيد باولومو ظل الليل	انتهاء الوقتفقدان الوعي 3 مرات
01263	احشر انفسك في مكان آخر	يجب صيد أنجاناث	انتهاء الوقتفقدان الوعي 3 مرات
01264	حديث الفتاة العدائية	يجب صيد كل الوحوش المستهدفة	انتهاء الوقتفقدان الوعي 3 مرات
01271	مأزق باولومو	يجب صيد باولومو	انتهاء الوقتفقدان الوعي 3 مرات
01272	اغتنام القوة الوردي	يجب صيد راثيان وردية	انتهاء الوقتفقدان الوعي 3 مرات
01273	نصيحة احترافية: حافظ على الرطوبة	يجب صيد بوكي-بوكي المرجاني	انتهاء الوقتفقدان الوعي 3 مرات
01274	<LSNR {ضع} {ضعي}> هذا الكأس الأحمر جانبًا	يجب صيد بوكي-بوكي المرجاني	انتهاء الوقتفقدان الوعي 3 مرات
01281	لا داعي للضحك	يجب صيد رادوبان	انتهاء الوقتفقدان الوعي 3 مرات
01282	ابتعدن أيتها الحشرات	يجب ذبح كل الوحوش المستهدفة	انتهاء الوقتفقدان الوعي 3 مرات
01291	البحث عن ذاك اللمعان	تسليم 20 من كهرمان غايا	انتهاء الوقتفقدان الوعي 3 مرات
01301	غارة العاصفة	صيد باريوث	انتهاء الوقتفقدان الوعي 3 مرات
01302	الظل الدائم	صيد نارغاكوغا	انتهاء الوقتفقدان الوعي 3 مرات
01303	النصل الخارق	صيد غلافنيوس	انتهاء الوقتفقدان الوعي 3 مرات
01304	قوة مطلقة	صيد تغريكس	انتهاء الوقتفقدان الوعي 3 مرات
01305	الهجوم المضاد العنيف	صيد براكيديوس	انتهاء الوقتفقدان الوعي 3 مرات
01306	قصة الجليد والنار	صد فيلكانا	انتهاء الوقتفقدان الوعي 3 مرات
01321	أتذكر تلك المرة؟	يجب صيد باريوث	انتهاء الوقتفقدان الوعي 3 مرات
01322	غرفة ممتازة: حجر	أسر تغريكس	انتهاء الوقتفقدان الوعي 3 مراتذبح تغريكس
01323	الفارس الأبيض الفخور	صيد باريوث	انتهاء الوقتفقدان الوعي 3 مرات
01331	حلبة مميزة: ر م ليغيانا	صيد ليغيانا	انتهاء الوقتفقدان الوعي 3 مرات
01332	حلبة مميزة: ر م أودوغارون	صيد أودوغارون	انتهاء الوقتفقدان الوعي 3 مرات
01333	حلبة مميزة: ر م أوراغان	صيد أوراغان	انتهاء الوقتفقدان الوعي 3 مرات
01334	حلبة مميزة: ر م راذالوس	صيد راذالوس	انتهاء الوقتفقدان الوعي 3 مرات
01335	حلبة مميزة: ر م ديابلوس	صيد ديابلوس	انتهاء الوقتفقدان الوعي 3 مرات
01336	حلبة مميزة: ر م باريوث	صيد باريوث	انتهاء الوقتفقدان الوعي 3 مرات
01337	حلبة مميزة: ر م نارغاكوغا	صيد نارغاكوغا	انتهاء الوقتفقدان الوعي 3 مرات
01338	حلبة مميزة: ر م غلافنيوس	صيد غلافنيوس	انتهاء الوقتفقدان الوعي 3 مرات
01339	حلبة مميزة: ر م براكيديوس	صيد براكيديوس	انتهاء الوقتفقدان الوعي 3 مرات
01340	حلبة مميزة: ر م تغريكس	صيد تغريكس	انتهاء الوقتفقدان الوعي 3 مرات
01351	الانتقال إلى هزيمة جديدة	صيد راذالوس	انتهاء الوقتفقدان الوعي 3 مرات
01352	لا داعي للندم على نارغا	صيد نارغاكوغا	انتهاء الوقتفقدان الوعي 3 مرات
01353	سر الضربة الجيدة	صيد غلافنيوس	انتهاء الوقتفقدان الوعي 3 مرات
01354	بطاقتي آس حمراء وسوداء	صيد كل الوحوش المستهدفة	انتهاء الوقتفقدان الوعي 3 مرات
01361	خط في الرمال	صيد ديابلوس	انتهاء الوقتفقدان الوعي 3 مرات
01362	بريق النصل	صيد غلافنيوس	انتهاء الوقتفقدان الوعي 3 مرات
01363	الطهو والتقطيع!	صيد كل الوحوش المستهدفة	انتهاء الوقتفقدان الوعي 3 مرات
01371	ليغيانا متخلف عن السرب	صيد ليغيانا	انتهاء الوقتفقدان الوعي 3 مرات
01372	الرياح السوداء	صيد نارغاكوغا	انتهاء الوقتفقدان الوعي 3 مرات
01373	جرح جلدي بشع	صيد أودوغارون	انتهاء الوقتفقدان الوعي 3 مرات
01381	لا تكن أحمق بشأن اللحم	صيد أودوغارون	انتهاء الوقتفقدان الوعي 3 مرات
01382	زئير هز أرجاء الوادي	صيد تغريكس	انتهاء الوقتفقدان الوعي 3 مرات
01383	ركض وتجول ونواح	صيد كل الوحوش المستهدفة	انتهاء الوقتفقدان الوعي 3 مرات
01391	إنذار الانفجار مُفعّل	صيد براكيديوس	انتهاء الوقتفقدان الوعي 3 مرات
01392	كل شخص له رأيه	صيد لافاسيوث	انتهاء الوقتفقدان الوعي 3 مرات
01393	ارحل يا أوراغان	صيد أوراغان	انتهاء الوقتفقدان الوعي 3 مرات
01394	سر القطرة	أسر براكيديوس	انتهاء الوقتفقدان الوعي 3 مراتذبح براكيديوس
01395	مهرجان الانفجارات!	صيد كل الوحوش المستهدفة	انتهاء الوقتفقدان الوعي 3 مرات
01401	عندما يقضي <LSNR {عليك} {عليكِ}> الضباب	صيد ليغيانا الصارخ	انتهاء الوقتفقدان الوعي 3 مرات
01402	النصل الساحق	صيد غلافنيوس الحمضي	انتهاء الوقتفقدان الوعي 3 مرات
01403	أصدقاء سيئون وأعداء رائعون	يجب صيد أودوغارون أسمر	انتهاء الوقتفقدان الوعي 3 مرات
01404	دفاع سيليانا	إكمال التكليف	انتهاء الوقتفقدان الوعي 3 مراتفشل الدفاع عن سيليانا
01405	المشاكس المدوي!	صيد أنجاناث رعدي	انتهاء الوقتفقدان الوعي 3 مرات
01421	صياد الصقيع النبيل	صيد ليغيانا الصارخ	انتهاء الوقتفقدان الوعي 3 مرات
01422	المشاغب القطبي	صيد أنجاناث رعدي	انتهاء الوقتفقدان الوعي 3 مرات
01423	ثنائي الصقيع	صيد كل الوحوش المستهدفة	انتهاء الوقتفقدان الوعي 3 مرات
01424	كنز في البخار	تسليم 2 من أحجار الينبوع الساخن	انتهاء الوقتفقدان الوعي 3 مرات
01431	حلبة مميزة: ر م راذالوس لازوردي	صيد راذالوس لازوردي	انتهاء الوقتفقدان الوعي 3 مرات
01432	حلبة مميزة: ر م ديابلوس سوداء	صيد ديابلوس سوداء	انتهاء الوقتفقدان الوعي 3 مرات
01433	حلبة مميزة: ر م غلافنيوس الحمضي	صيد غلافنيوس الحمضي	انتهاء الوقتفقدان الوعي 3 مرات
01434	حلبة مميزة: ر م أودوغارون أسمر	يجب صيد أودوغارون أسمر	انتهاء الوقتفقدان الوعي 3 مرات
01435	حلبة مميزة: ر م أنجاناث رعدي	صيد أنجاناث رعدي	انتهاء الوقتفقدان الوعي 3 مرات
01451	العينان اللازورديتان تريان كل شيء	صيد راذالوس لازوردي	انتهاء الوقتفقدان الوعي 3 مرات
