Quest ID	Quest Name	Quest Target	Fail Condition
00365	Avasalla al wyvern avasallador	Captura un Barroth	Se te acaba el tiempoTe has desmayado tres vecesEl Barroth ha muerto
00401	Una para hacer historia	Completa el encargo	Se te acaba el tiempoTe has desmayado tres veces
00405	¡A volar, Paolumu!	Caza un Paolumu	Se te acaba el tiempoTe has desmayado tres veces
00407	Barricada Radobaan	Caza un Radobaan	Se te acaba el tiempoTe has desmayado tres veces
00408	Legiana, el cazador elegante	Caza un Legiana	Se te acaba el tiempoTe has desmayado tres veces
00431	Arena especial: Anjanath	Caza un Anjanath	Se te acaba el tiempoTe has desmayado tres veces
00432	Arena especial: Rathian	Caza una Rathian	Se te acaba el tiempoTe has desmayado tres veces
00433	Arena especial: Paolumu	Caza un Paolumu	Se te acaba el tiempoTe has desmayado tres veces
00434	Arena especial: Radobaan	Caza un Radobaan	Se te acaba el tiempoTe has desmayado tres veces
00451	Una sinusitis del demonio	Caza un Anjanath	Se te acaba el tiempoTe has desmayado tres veces
00452	La yema del bosque	Entrega 2 huevos de wyvern	Se te acaba el tiempoTe has desmayado tres veces
00461	Traslado real	Caza una Rathian	Se te acaba el tiempoTe has desmayado tres veces
00471	Un Shamos ruidoso	Abate a 11 Shamos	Se te acaba el tiempoTe has desmayado tres veces
00472	Un Tzitzi por la ciencia	Caza un Tzitzi-Ya-Ku	Se te acaba el tiempoTe has desmayado tres veces
00473	Lo siento, no estás invitado	Caza un Paolumu	Se te acaba el tiempoTe has desmayado tres veces
00474	Vaya panda de abulones	Entrega 10 superabulones	Se te acaba el tiempoTe has desmayado tres veces
00475	Monstruo blanco para el bata blanca	Captura un Paolumu	Se te acaba el tiempoTe has desmayado tres vecesEl Paolumu ha muerto
00481	Plagas persistentes	Abate a 14 Hornetaur	Se te acaba el tiempoTe has desmayado tres veces
00482	Que acción más rastrera	Caza un Gran Girros	Se te acaba el tiempoTe has desmayado tres veces
00483	Un hueso para picar	Caza un Radobaan	Se te acaba el tiempoTe has desmayado tres veces
00484	En alas de la pesadilla	Abate a 5 Raphinos	Se te acaba el tiempoTe has desmayado tres veces
00501	En las entrañas del Valle	Completa el encargo	Se te acaba el tiempoTe has desmayado tres veces
00502	Trono ardiente sobre el bosque	Caza un Rathalos	Se te acaba el tiempoTe has desmayado tres veces
00503	Tirano astado bajo la arena	Caza un Diablos	Se te acaba el tiempoTe has desmayado tres veces
00504	Una tarea colosal	Completa el encargo	Se te acaba el tiempoTe has desmayado tres vecesNo has repelido a Zorah Magdaros
00531	Arena especial: Legiana	Caza un Legiana	Se te acaba el tiempoTe has desmayado tres veces
00532	Arena especial: Odogaron	Caza un Odogaron	Se te acaba el tiempoTe has desmayado tres veces
00533	Arena especial: Rathalos	Caza un Rathalos	Se te acaba el tiempoTe has desmayado tres veces
00534	Arena especial: Diablos	Caza un Diablos	Se te acaba el tiempoTe has desmayado tres veces
00551	Cuando el deseo se hace obsesión	Caza un Rathalos	Se te acaba el tiempoTe has desmayado tres veces
00552	La pareja poderosa	Caza todos los objetivos	Se te acaba el tiempoTe has desmayado tres veces
00561	Agujas gemelas en la arena	Caza un Diablos	Se te acaba el tiempoTe has desmayado tres veces
00571	Una jaqueca húmeda	Caza un Legiana	Se te acaba el tiempoTe has desmayado tres veces
00572	Visto y no visto	Abate a un Kirin	Se te acaba el tiempoTe has desmayado tres veces
00581	Rascarse la picadura	Caza un Odogaron	Se te acaba el tiempoTe has desmayado tres veces
00582	El mejor enemigo del hombre	Captura un Odogaron	Se te acaba el tiempoTe has desmayado tres vecesEl Odogaron ha muerto
00583	El quid del chuletón	Entrega 2 masas de carne	Se te acaba el tiempoTe has desmayado tres veces
00601	Invasor en el yermo	Caza un Pukei-Pukei	Se te acaba el tiempoTe has desmayado tres veces
00605	Rosa feliz	Caza un Anjanath	Se te acaba el tiempoTe has desmayado tres veces
00607	El Viejo Mundo en el Nuevo	Completa el encargo	Se te acaba el tiempoTe has desmayado tres veces
00631	Arena especial: Pukei-Pukei RA	Caza un Pukei-Pukei	Se te acaba el tiempoTe has desmayado tres veces
00632	Arena especial: Barroth RA	Caza un Barroth	Se te acaba el tiempoTe has desmayado tres veces
00633	Arena especial: Tobi-Kadachi RA	Caza un Tobi-Kadachi	Se te acaba el tiempoTe has desmayado tres veces
00634	Arena especial: Anjanath RA	Caza un Anjanath	Se te acaba el tiempoTe has desmayado tres veces
00635	Arena especial: Rathian RA	Caza una Rathian	Se te acaba el tiempoTe has desmayado tres veces
00636	Arena especial: Paolumu RA	Caza un Paolumu	Se te acaba el tiempoTe has desmayado tres veces
00637	Arena especial: Radobaan RA	Caza un Radobaan	Se te acaba el tiempoTe has desmayado tres veces
00641	Ha causado sensación	Repele a Zorah Magdaros	Se te acaba el tiempoTe has desmayado tres vecesNo has repelido a Zorah Magdaros
00651	Difícil de tragar	Caza un Gran Jagras	Se te acaba el tiempoTe has desmayado tres veces
00652	Monstruo de ojos saltones	Caza un Pukei-Pukei	Se te acaba el tiempoTe has desmayado tres veces
00653	Los pelos de punta	Caza un Tobi-Kadachi	Se te acaba el tiempoTe has desmayado tres veces
00654	No te verá si no te mueves	Caza un Anjanath	Se te acaba el tiempoTe has desmayado tres veces
00655	La reina durmiente del bosque	Caza una Rathian	Se te acaba el tiempoTe has desmayado tres veces
00656	Animal de costumbres	Captura un Tobi-Kadachi	Se te acaba el tiempoTe has desmayado tres vecesEl Tobi-Kadachi ha muerto
00661	¡Las manos quietas!	Caza un Kulu-Ya-Ku	Se te acaba el tiempoTe has desmayado tres veces
00662	Una corona de barro y odio	Caza un Barroth	Se te acaba el tiempoTe has desmayado tres veces
00663	Emboscada Pukei-Pukei	Caza un Pukei-Pukei	Se te acaba el tiempoTe has desmayado tres veces
00665	Embarrado en el yermo	Caza un Jyuratodus	Se te acaba el tiempoTe has desmayado tres veces
00666	Desierto marrón, reina verde	Caza una Rathian	Se te acaba el tiempoTe has desmayado tres veces
00667	Intruso travieso	Caza un Anjanath	Se te acaba el tiempoTe has desmayado tres veces
00671	¡Pa-ta-ta!	Caza un Tzitzi-Ya-Ku	Se te acaba el tiempoTe has desmayado tres veces
00672	A por el Paolumu	Caza un Paolumu	Se te acaba el tiempoTe has desmayado tres veces
00681	Un sabor estremecedor	Caza un Gran Girros	Se te acaba el tiempoTe has desmayado tres veces
00682	Misión rutinaria	Caza un Radobaan	Se te acaba el tiempoTe has desmayado tres veces
00683	¡Misión del chef! A tope y cumpliendo	Entrega 4 fósiles olvidados	Se te acaba el tiempoTe has desmayado tres veces
00684	¡Misión del chef! Solicitud putrefacta	Abate a 10 Girros	Se te acaba el tiempoTe has desmayado tres veces
00691	Un maullido de ayuda	Abate a 13 Gastodon	Se te acaba el tiempoTe has desmayado tres veces
00692	Una historia candente	Abate a 5 Barnos	Se te acaba el tiempoTe has desmayado tres veces
00693	Drama Dodogama	Caza un Dodogama	Se te acaba el tiempoTe has desmayado tres veces
00694	¡Misión del chef! Encierro de Gajalaka	Derrota 10 Gajalaka	Se te acaba el tiempoTe has desmayado tres veces
00701	Una herida y un ansia	Abate a Nergigante	Se te acaba el tiempoTe has desmayado tres veces
00731	Arena especial: Rathian Rosa RA	Caza una Rathian Rosa	Se te acaba el tiempoTe has desmayado tres veces
00732	Arena especial: Legiana RA	Caza un Legiana	Se te acaba el tiempoTe has desmayado tres veces
00733	Arena especial: Odogaron RA	Caza un Odogaron	Se te acaba el tiempoTe has desmayado tres veces
00734	Arena especial: Uragaan RA	Caza un Uragaan	Se te acaba el tiempoTe has desmayado tres veces
00735	Arena especial: Rathalos RA	Caza un Rathalos	Se te acaba el tiempoTe has desmayado tres veces
00736	Arena especial: Rathalos Cel. RA	Caza un Rathalos Celeste	Se te acaba el tiempoTe has desmayado tres veces
00737	Arena especial: Diablos RA	Caza un Diablos	Se te acaba el tiempoTe has desmayado tres veces
00738	Arena especial: Diablos Negra RA	Caza una Diablos Negra	Se te acaba el tiempoTe has desmayado tres veces
00751	Revancha Rathalos	Caza un Rathalos	Se te acaba el tiempoTe has desmayado tres veces
00752	Apocalipsis Celeste	Caza un Rathalos Celeste	Se te acaba el tiempoTe has desmayado tres veces
00753	El equipo rojo y azul	Caza todos los objetivos	Se te acaba el tiempoTe has desmayado tres veces
00761	La chica de rosa	Caza una Rathian Rosa	Se te acaba el tiempoTe has desmayado tres veces
00762	¡Menudo Diablos!	Caza un Diablos	Se te acaba el tiempoTe has desmayado tres veces
00763	Dos cuernos rebeldes	Caza una Diablos Negra	Se te acaba el tiempoTe has desmayado tres veces
00764	¡Bronca en el yermo!	Caza todos los objetivos	Se te acaba el tiempoTe has desmayado tres veces
00771	La guinda en el arrecife	Caza una Rathian Rosa	Se te acaba el tiempoTe has desmayado tres veces
00772	Legiana: la realeza del altiplano	Caza un Legiana	Se te acaba el tiempoTe has desmayado tres veces
00773	Un lugar doloroso	Caza un Odogaron	Se te acaba el tiempoTe has desmayado tres veces
00774	Garras de hielo y rabia	Caza todos los objetivos	Se te acaba el tiempoTe has desmayado tres veces
00781	Odogaron desatado	Caza un Odogaron	Se te acaba el tiempoTe has desmayado tres veces
00791	Lavasioth, el monstruo de magma	Caza un Lavasioth	Se te acaba el tiempoTe has desmayado tres veces
00792	Atracón de minerales	Caza un Uragaan	Se te acaba el tiempoTe has desmayado tres veces
00793	Rey del cielo azul	Caza un Rathalos Celeste	Se te acaba el tiempoTe has desmayado tres veces
00794	Bazelgeuse en el campo de fuego	Caza un Bazelgeuse	Se te acaba el tiempoTe has desmayado tres veces
00795	Choque ígneo	Caza todos los objetivos	Se te acaba el tiempoTe has desmayado tres veces
00801	Kushala Daora, dragón de acero	Abate a Kushala Daora	Se te acaba el tiempoTe has desmayado tres veces
00802	El infernal Teostra	Abate a Teostra	Se te acaba el tiempoTe has desmayado tres veces
00803	Vaal Hazak, monstruo infernal	Abate a Vaal Hazak	Se te acaba el tiempoTe has desmayado tres veces
00804	Tierra de convergencia	Completa el encargo	Se te acaba el tiempoTe has desmayado tres veces
00805	Escamas explosivas	Caza dos Bazelgeuse	Se te acaba el tiempoTe has desmayado tres veces
00806	Bronca tronada en el altiplano	Abate a un Kirin	Se te acaba el tiempoTe has desmayado tres veces
00851	Un desastre portentoso	Abate a un Kushala Daora	Se te acaba el tiempoTe has desmayado tres veces
00861	Fuego en la arena	Abate a un Teostra	Se te acaba el tiempoTe has desmayado tres veces
00871	El rayo sí golpea dos veces	Abate a un Kirin	Se te acaba el tiempoTe has desmayado tres veces
00881	Agitación de ultratumba	Abate a un Vaal Hazak	Se te acaba el tiempoTe has desmayado tres veces
00891	El devorador de ancianos	Abate a Nergigante	Se te acaba el tiempoTe has desmayado tres veces
00892	Amo del viento	Abate a un Kushala Daora	Se te acaba el tiempoTe has desmayado tres veces
00893	Fortaleza de fuego	Abate a un Teostra	Se te acaba el tiempoTe has desmayado tres veces
00894	El devorador de ancianos	Abate a Nergigante	Se te acaba el tiempoTe has desmayado tres veces
00895	Los violentos vientos de la ira	Abate a un Kushala Daora	Se te acaba el tiempoTe has desmayado tres veces
00896	El violento fuego del infierno	Abate a un Teostra	Se te acaba el tiempoTe has desmayado tres veces
00961	Escamas explosivas	Caza 2 Bazelgeuse	Se te acaba el tiempoTe has desmayado tres veces
00971	Bronca tronada en el altiplano	Abate a un Kirin	Se te acaba el tiempoTe has desmayado tres veces
00991	Luz sobre la pesadumbre del río	Abate a Xeno'jiiva	Se te acaba el tiempoTe has desmayado tres veces
00992	Vientos blancos del Nuevo Mundo	Caza todos los objetivos	Se te acaba el tiempoTe has desmayado tres veces
00995	La guía de la Estrella Azul	Abate a todos los objetivos	Se te acaba el tiempoTe has desmayado tres veces
00996	El bueno, el feo y el barro	Caza todos los objetivos	Se te acaba el tiempoTe has desmayado tres veces
00997	Cielo y flor del Nuevo Mundo	Caza todos los objetivos	Se te acaba el tiempoTe has desmayado tres veces
00998	La llamada de las profundidades	Caza todos los objetivos	Se te acaba el tiempoTe has desmayado tres veces
01101	Bautismo de hielo	Caza un Beotodus	Se te acaba el tiempoTe has desmayado tres veces
01102	Barricada Banbaro	Caza un Banbaro	Se te acaba el tiempoTe has desmayado tres veces
01121	Buceador de nieve profunda	Caza un Beotodus	Se te acaba el tiempoTe has desmayado tres veces
01122	A la carga	Caza un Banbaro	Se te acaba el tiempoTe has desmayado tres veces
01123	¡Captura de hielo!	Captura un Beotodus	Se te acaba el tiempoTe has desmayado tres vecesEl Beotodus ha muerto
01124	La llamada de lo salvaje	Abate a 10 Wulg	Se te acaba el tiempoTe has desmayado tres veces
01125	Saludos desde el ártico	Entrega 20 petasites jóvenes	Se te acaba el tiempoTe has desmayado tres veces
01131	Arena especial: Pukei-Pukei RM	Caza un Pukei-Pukei	Se te acaba el tiempoTe has desmayado tres veces
01132	Arena especial: Barroth RM	Caza un Barroth	Se te acaba el tiempoTe has desmayado tres veces
01133	Arena especial: Tobi-Kadachi RM	Caza un Tobi-Kadachi	Se te acaba el tiempoTe has desmayado tres veces
01134	Arena especial: Banbaro RM	Caza un Banbaro	Se te acaba el tiempoTe has desmayado tres veces
01151	¡El retorno del Gran Jagras!	Caza un Gran Jagras	Se te acaba el tiempoTe has desmayado tres veces
01152	Problemas del Nuevo Mundo	Caza un Pukei-Pukei	Se te acaba el tiempoTe has desmayado tres veces
01153	Yéndose por las ramas	Caza un Tobi-Kadachi	Se te acaba el tiempoTe has desmayado tres veces
01154	Ladrón literario	Caza un Kulu-Ya-Ku	Se te acaba el tiempoTe has desmayado tres veces
01155	El sabor del terror de los árboles	Captura un Banbaro	Se te acaba el tiempoTe has desmayado tres vecesEl Banbaro ha muerto
01161	Caza del tesoro del yermo	Caza un Kulu-Ya-Ku	Se te acaba el tiempoTe has desmayado tres veces
01162	Yo haré el trabajo sucio	Caza un Barroth	Se te acaba el tiempoTe has desmayado tres veces
01163	Jyura que me ayudarás	Caza un Jyuratodus	Se te acaba el tiempoTe has desmayado tres veces
01164	El recorrido del degustador	Caza un Pukei-Pukei	Se te acaba el tiempoTe has desmayado tres veces
01171	Un destello de cordura	Caza un Tzitzi-Ya-Ku	Se te acaba el tiempoTe has desmayado tres veces
01181	Los Girros de la vida	Caza un Gran Girros	Se te acaba el tiempoTe has desmayado tres veces
01191	Peluche de piedra	Caza un Dodogama	Se te acaba el tiempoTe has desmayado tres veces
01192	¡Aquí se llevan los cuernos gordos!	Caza un Banbaro	Se te acaba el tiempoTe has desmayado tres veces
01201	Listo para atacar	Caza un Tobi-Kadachi Vípero	Se te acaba el tiempoTe has desmayado tres veces
01202	No hay tiempo para siestas	Caza un Paolumu Somnus	Se te acaba el tiempoTe has desmayado tres veces
01203	Enfrentar a los extremos	Caza un Pukei-Pukei Coralino	Se te acaba el tiempoTe has desmayado tres veces
01221	El análisis crea parálisis	Caza un Tobi-Kadachi Vípero	Se te acaba el tiempoTe has desmayado tres veces
01222	Punzada de parálisis y veneno	Captura un Tobi-Kadachi Vípero	Se te acaba el tiempoTe has desmayado tres vecesEl Tobi-Kadachi Vípero ha muerto
01223	Boaboa constrictora	Derrota a 14 Boaboa	Se te acaba el tiempoTe has desmayado tres veces
01224	Con nuestro poder combinado	Caza un Beotodus	Se te acaba el tiempoTe has desmayado tres veces
01225	Rascadnos la espalda...	Caza un Beotodus	Se te acaba el tiempoTe has desmayado tres veces
01231	Arena especial: Anjanath RM	Caza un Anjanath	Se te acaba el tiempoTe has desmayado tres veces
01232	Arena especial: Radobaan RM	Caza un Radobaan	Se te acaba el tiempoTe has desmayado tres veces
01233	Arena especial: Pukei-Pukei Coralino RM	Caza un Pukei-Pukei Coralino	Se te acaba el tiempoTe has desmayado tres veces
01234	Arena especial: Tobi-Kadachi Vípero RM	Caza un Tobi-Kadachi Vípero	Se te acaba el tiempoTe has desmayado tres veces
01235	Arena especial: Rathian RM	Caza una Rathian	Se te acaba el tiempoTe has desmayado tres veces
01236	Arena especial: Rathian Rosa RM	Caza una Rathian Rosa	Se te acaba el tiempoTe has desmayado tres veces
01237	Arena especial: Paolumu RM	Caza un Paolumu	Se te acaba el tiempoTe has desmayado tres veces
01238	Arena especial: Paolumu Somnus RM	Caza un Paolumu Somnus	Se te acaba el tiempoTe has desmayado tres veces
01251	No es lugar para babosos	Caza un Anjanath	Se te acaba el tiempoTe has desmayado tres veces
01252	Romeo y Rathieta	Caza una Rathian	Se te acaba el tiempoTe has desmayado tres veces
01253	Somnus nocturno de la noche	Captura un Paolumu Somnus	Se te acaba el tiempoTe has desmayado tres vecesEl Paolumu Somnus ha muerto
01261	El reposo de una reina	Caza una Rathian	Se te acaba el tiempoTe has desmayado tres veces
01262	El rostro de las pesadillas	Caza un Paolumu Somnus	Se te acaba el tiempoTe has desmayado tres veces
01263	Métete en tus asuntos	Caza un Anjanath	Se te acaba el tiempoTe has desmayado tres veces
01264	Reinas de la quintaesencia	Caza todos los objetivos	Se te acaba el tiempoTe has desmayado tres veces
01271	¡Vuela, Paolumu, vuela!	Caza un Paolumu	Se te acaba el tiempoTe has desmayado tres veces
01272	Delirios de grandeza	Caza una Rathian Rosa	Se te acaba el tiempoTe has desmayado tres veces
01273	Consejo: no olvides hidratarte	Caza un Pukei-Pukei Coralino	Se te acaba el tiempoTe has desmayado tres veces
01274	Bebe con moderación	Caza un Pukei-Pukei Coralino	Se te acaba el tiempoTe has desmayado tres veces
01281	Radobaan empapelado	Caza un Radobaan	Se te acaba el tiempoTe has desmayado tres veces
01282	¡Me largo!	Abate a todos los objetivos	Se te acaba el tiempoTe has desmayado tres veces
01291	En busca del fulgor primitivo	Entrega 20 ámbares de Gaia	Se te acaba el tiempoTe has desmayado tres veces
01301	Ventisca tormentosa	Caza un Barioth	Se te acaba el tiempoTe has desmayado tres veces
01302	Sombra omnipresente	Caza un Nargacuga	Se te acaba el tiempoTe has desmayado tres veces
01303	La hoja abrasadora	Caza un Glavenus	Se te acaba el tiempoTe has desmayado tres veces
01304	Poder absoluto	Caza un Tigrex	Se te acaba el tiempoTe has desmayado tres veces
01305	Contraataque cruzado aplastante	Caza un Brachydios	Se te acaba el tiempoTe has desmayado tres veces
01306	Una leyenda de hielo y fuego	Repele a Velkhana	Se te acaba el tiempoTe has desmayado tres veces
01321	¿Recuerdas aquella vez?	Caza un Barioth	Se te acaba el tiempoTe has desmayado tres veces
01322	El hogar ideal: piedra	Captura un Tigrex	Se te acaba el tiempoTe has desmayado tres vecesEl Tigrex ha muerto
01323	Orgulloso caballero blanco	Caza un Barioth	Se te acaba el tiempoTe has desmayado tres veces
01331	Arena especial: Legiana RM	Caza un Legiana	Se te acaba el tiempoTe has desmayado tres veces
01332	Arena especial: Odogaron RM	Caza un Odogaron	Se te acaba el tiempoTe has desmayado tres veces
01333	Arena especial: Uragaan RM	Caza un Uragaan	Se te acaba el tiempoTe has desmayado tres veces
01334	Arena especial: Rathalos RM	Caza un Rathalos	Se te acaba el tiempoTe has desmayado tres veces
01335	Arena especial: Diablos RM	Caza un Diablos	Se te acaba el tiempoTe has desmayado tres veces
01336	Arena especial: Barioth RM	Caza un Barioth	Se te acaba el tiempoTe has desmayado tres veces
01337	Arena especial: Nargacuga RM	Caza un Nargacuga	Se te acaba el tiempoTe has desmayado tres veces
01338	Arena especial: Glavenus RM	Caza un Glavenus	Se te acaba el tiempoTe has desmayado tres veces
01339	Arena especial: Brachydios RM	Caza un Brachydios	Se te acaba el tiempoTe has desmayado tres veces
01340	Arena especial: Tigrex RM	Caza un Tigrex	Se te acaba el tiempoTe has desmayado tres veces
01351	Tengamos la fiesta en paz	Caza un Rathalos	Se te acaba el tiempoTe has desmayado tres veces
01352	Wyvern del viento	Caza un Nargacuga	Se te acaba el tiempoTe has desmayado tres veces
01353	El secreto para una buena rebanada	Caza un Glavenus	Se te acaba el tiempoTe has desmayado tres veces
01354	Ases rojo y negro	Caza todos los objetivos	Se te acaba el tiempoTe has desmayado tres veces
01361	Amigo de los cactus	Caza un Diablos	Se te acaba el tiempoTe has desmayado tres veces
01362	El brillo de la espada	Caza un Glavenus	Se te acaba el tiempoTe has desmayado tres veces
01363	¡Hervir y cortar!	Caza todos los objetivos	Se te acaba el tiempoTe has desmayado tres veces
01371	El último de los Legiana	Caza un Legiana	Se te acaba el tiempoTe has desmayado tres veces
01372	El viento negro	Caza un Nargacuga	Se te acaba el tiempoTe has desmayado tres veces
01373	La hora de la calamidad	Caza un Odogaron	Se te acaba el tiempoTe has desmayado tres veces
01381	Esa cecina es cosa fina	Caza un Odogaron	Se te acaba el tiempoTe has desmayado tres veces
01382	Un rugido que sacude el valle	Caza un Tigrex	Se te acaba el tiempoTe has desmayado tres veces
01383	Una gran carrera explosiva	Caza todos los objetivos	Se te acaba el tiempoTe has desmayado tres veces
01391	¡Alerta de explosión!	Caza un Brachydios	Se te acaba el tiempoTe has desmayado tres veces
01392	Cualquiera puede ser crítico	Caza un Lavasioth	Se te acaba el tiempoTe has desmayado tres veces
01393	Aprender a golpes	Caza un Uragaan	Se te acaba el tiempoTe has desmayado tres veces
01394	El secreto está en la baba	Captura un Brachydios	Se te acaba el tiempoTe has desmayado tres vecesEl Brachydios ha muerto
01395	Choque de apisonadoras	Caza todos los objetivos	Se te acaba el tiempoTe has desmayado tres veces
01401	Un velo de bruma cenicienta	Caza un Legiana Aullador	Se te acaba el tiempoTe has desmayado tres veces
01402	La hoja desintegradora	Caza un Glavenus Acídico	Se te acaba el tiempoTe has desmayado tres veces
01403	Malos amigos, grandes enemigos	Caza un Odogaron Ébano	Se te acaba el tiempoTe has desmayado tres veces
01404	La defensa de Seliana	Completa el encargo	Se te acaba el tiempoTe has desmayado tres vecesNo has podido defender Seliana
01405	El buscabroncas atronador	Caza un Anjanath Fulgúreo	Se te acaba el tiempoTe has desmayado tres veces
01421	Cazador de escarcha noble	Caza un Legiana Aullador	Se te acaba el tiempoTe has desmayado tres veces
01422	Buscabroncas del ártico	Caza un Anjanath Fulgúreo	Se te acaba el tiempoTe has desmayado tres veces
01423	Dos son mejor que uno	Caza todos los objetivos	Se te acaba el tiempoTe has desmayado tres veces
01424	Tesoro en el vapor	Entrega 2 geiseritas	Se te acaba el tiempoTe has desmayado tres veces
01431	Arena especial: Rathalos Celeste RM	Caza un Rathalos Celeste	Se te acaba el tiempoTe has desmayado tres veces
01432	Arena especial: Diablos Negra RM	Caza una Diablos Negra	Se te acaba el tiempoTe has desmayado tres veces
01433	Arena especial: Glavenus Acídico RM	Caza un Glavenus Acídico	Se te acaba el tiempoTe has desmayado tres veces
01434	Arena especial: Odogaron Ébano RM	Caza un Odogaron Ébano	Se te acaba el tiempoTe has desmayado tres veces
01435	Arena especial: Anjanath Fulgúreo RM	Caza un Anjanath Fulgúreo	Se te acaba el tiempoTe has desmayado tres veces
01451	Esos ojos celestes que todo lo ven	Caza un Rathalos Celeste	Se te acaba el tiempoTe has desmayado tres veces
01452	Infortunio en el bosque	Caza un Odogaron Ébano	Se te acaba el tiempoTe has desmayado tres veces
01461	En el ardor del momento	Caza una Diablos Negra	Se te acaba el tiempoTe has desmayado tres veces
01462	Oscuridad inquietante	Caza una Diablos Negra	Se te acaba el tiempoTe has desmayado tres veces
01471	Criminal de las sombras	Caza un Odogaron Ébano	Se te acaba el tiempoTe has desmayado tres veces
01481	Esta hoja corroída	Caza un Glavenus Acídico	Se te acaba el tiempoTe has desmayado tres veces
01482	El hogar ideal: metal claro	Captura un Glavenus Acídico	Se te acaba el tiempoTe has desmayado tres vecesEl Glavenus Acídico ha muerto
01483	El hogar ideal: metal oscuro	Caza todos los objetivos	Se te acaba el tiempoTe has desmayado tres veces
01491	El retorno del Rathalos Celeste	Caza un Rathalos Celeste	Se te acaba el tiempoTe has desmayado tres veces
01492	A por la mandíbula de trueno	Captura un Anjanath Fulgúreo	Se te acaba el tiempoTe has desmayado tres vecesEl Anjanath Fulgúreo ha muerto
01501	El dragón de hielo	Abate a un Velkhana	Se te acaba el tiempoTe has desmayado tres veces
01502	La segunda aparición	Caza un Bazelgeuse Magma	Se te acaba el tiempoTe has desmayado tres veces
01503	Bajo el velo de la muerte	Abate a un Vaal Hazak Espóreo	Se te acaba el tiempoTe has desmayado tres veces
01504	Una luz desde el abismo	Abate a un Namielle	Se te acaba el tiempoTe has desmayado tres veces
01521	Choque de espadas en la escarcha	Abate a un Velkhana	Se te acaba el tiempoTe has desmayado tres veces
01551	El heraldo del cielo despejado	Abate a un Kushala Daora	Se te acaba el tiempoTe has desmayado tres veces
01552	Aquí viene el verdugo	Abate a un Vaal Hazak Espóreo	Se te acaba el tiempoTe has desmayado tres veces
01561	Audiencia real en la arena	Abate a un Teostra	Se te acaba el tiempoTe has desmayado tres veces
